hospital_id,hospital_name,city,pincode,specialty,total_beds,icu_beds,ventilators,doctors_available,nurses_available,oxygen_cylinders,ppe_kits,emergency_available,rating,contact_number,last_updated
206,Lifeline Hospital,Hyderabad,500003,Cardiology,176,34,24,21,51,71,33,No,3.9,+918862070457,2025-11-29 02:05:03
207,Sunshine Hospitals,Bengaluru,560001,Gynecology,291,37,16,37,119,169,310,No,4.0,+917978887575,2025-11-29 02:05:03
208,Elite Multi‑Speciality Hospital,Bengaluru,560004,General Medicine,151,6,5,46,38,72,223,No,4.4,+917400835542,2025-11-29 02:05:03
209,Harmony Health Center,Pune,411002,Dermatology,225,34,34,19,83,121,386,No,3.8,+918412367709,2025-11-29 02:05:03
210,Prime Care Hospital,Hyderabad,500003,Neurology,215,6,3,30,74,31,53,Yes,4.0,+918455280805,2025-11-29 02:05:03
211,Trinity Healthcare,Chennai,600003,Dermatology,374,38,13,46,66,32,131,No,4.6,+918853521049,2025-11-29 02:05:03
212,Continental Hospitals,Hyderabad,500002,ICU Care,65,8,3,36,67,127,175,Yes,3.2,+916681578559,2025-11-29 02:05:03
213,Prerana Hospital,Mumbai,400002,ENT,149,22,10,8,116,180,69,Yes,4.2,+918449663965,2025-11-29 02:05:03
214,Pulse Multi‑Speciality Hospital,Bengaluru,560004,General Medicine,144,26,4,35,96,83,62,Yes,4.2,+918805979170,2025-11-29 02:05:03
215,Harmony Health Center,Chennai,600005,Pediatrics,85,8,5,13,72,175,95,Yes,3.6,+918539321712,2025-11-29 02:05:03
216,MetroCare Hospital,Pune,411001,Gastroenterology,328,30,22,32,56,10,177,Yes,4.4,+919457519522,2025-11-29 02:05:03
217,Global Hospitals,Mumbai,400004,Gynecology,165,33,7,31,47,35,285,No,3.8,+917827694748,2025-11-29 02:05:03
218,Max Super Speciality Hospital,Mumbai,400004,Gastroenterology,51,9,4,41,60,43,328,No,3.4,+917901945682,2025-11-29 02:05:03
219,Manipal Hospital,Hyderabad,500003,Cardiology,160,28,3,50,15,60,142,No,4.3,+918025958071,2025-11-29 02:05:03
220,Heritage Medical Center,Bengaluru,560005,Nephrology,178,34,4,28,90,32,260,Yes,4.9,+917868769442,2025-11-29 02:05:03
221,Harmony Health Center,Hyderabad,500004,ENT,383,52,39,41,30,133,195,Yes,4.9,+919331666520,2025-11-29 02:05:03
222,CureOne Medical Center,Chennai,600003,Oncology,286,25,16,46,65,99,145,Yes,3.3,+917368815679,2025-11-29 02:05:03
223,Sanjeevani Hospital,Bengaluru,560003,Pulmonology,303,30,12,22,88,200,240,Yes,4.9,+919221376078,2025-11-29 02:05:03
224,Vinn Hospital,Mumbai,400004,Oncology,221,8,4,35,72,12,339,Yes,4.7,+918289117496,2025-11-29 02:05:03
225,Care Hospitals,Bengaluru,560005,Gynecology,355,57,3,30,100,105,163,No,4.9,+917433949961,2025-11-29 02:05:03
226,Horizon Super Speciality,Bengaluru,560004,Pediatrics,273,35,30,6,79,142,89,No,3.1,+916155872670,2025-11-29 02:05:03
227,Trinity Healthcare,Mumbai,400004,Emergency Medicine,103,13,3,39,115,169,334,Yes,4.6,+919315964697,2025-11-29 02:05:03
228,Unity Hospital,Chennai,600002,Urology,246,44,4,14,44,148,139,Yes,3.2,+918137931013,2025-11-29 02:05:03
229,Narayana Health,Pune,411004,Pulmonology,163,25,21,19,107,98,129,Yes,4.4,+916147450945,2025-11-29 02:05:03
230,CureOne Medical Center,Bengaluru,560005,General Medicine,240,18,10,15,52,110,238,No,3.8,+919004747628,2025-11-29 02:05:03
231,Apollo Hospitals,Chennai,600005,ENT,60,6,6,50,91,141,323,Yes,4.2,+919907620570,2025-11-29 02:05:03
232,Care Hospitals,Mumbai,400002,Pulmonology,53,7,2,8,12,31,202,Yes,3.4,+919631631742,2025-11-29 02:05:03
233,MetroCare Hospital,Mumbai,400002,Gastroenterology,323,42,4,49,18,179,45,Yes,3.7,+919765183283,2025-11-29 02:05:03
234,Harmony Health Center,Chennai,600002,Dermatology,148,18,7,42,95,14,244,No,4.5,+917434222307,2025-11-29 02:05:03
235,Horizon Super Speciality,Bengaluru,560001,Dermatology,53,9,9,31,13,153,264,No,3.6,+918239598611,2025-11-29 02:05:03
236,Wellness Hospital,Pune,411003,Dermatology,323,62,29,45,63,186,373,No,4.4,+919814257646,2025-11-29 02:05:03
237,Revive Medical Center,Mumbai,400003,General Medicine,290,26,19,33,35,196,397,No,4.1,+919166255157,2025-11-29 02:05:03
238,Harmony Health Center,Mumbai,400005,Orthopedics,328,48,4,12,26,142,119,No,4.1,+918939070115,2025-11-29 02:05:03
239,Manipal Hospital,Chennai,600001,ICU Care,35,6,2,28,104,55,347,No,4.7,+916952651653,2025-11-29 02:05:03
240,Grace Care Hospital,Hyderabad,500001,Gastroenterology,355,31,16,20,19,102,255,No,4.3,+918250340161,2025-11-29 02:05:03
241,Aster Prime Hospital,Chennai,600002,ENT,390,29,29,10,107,31,228,Yes,3.6,+918559818399,2025-11-29 02:05:03
242,Wellness Hospital,Chennai,600002,Nephrology,390,77,6,46,72,153,67,No,4.8,+917004286180,2025-11-29 02:05:03
243,KIMS Hospital,Chennai,600002,Cardiology,233,12,9,38,11,115,153,Yes,3.8,+917877689752,2025-11-29 02:05:03
244,MetroCare Hospital,Pune,411003,General Medicine,359,37,35,37,88,75,171,No,4.6,+919144831670,2025-11-29 02:05:03
245,Prime Care Hospital,Bengaluru,560004,ICU Care,243,48,37,22,119,82,249,Yes,3.5,+917037486380,2025-11-29 02:05:03
246,Nexus Hospital,Hyderabad,500001,Cardiology,136,15,15,46,119,18,320,Yes,3.3,+919089821017,2025-11-29 02:05:03
247,Fortis Healthcare,Mumbai,400004,Urology,290,33,27,7,12,133,142,Yes,4.2,+917946339543,2025-11-29 02:05:03
248,Nexus Hospital,Bengaluru,560003,Nephrology,206,21,6,24,114,94,369,No,3.9,+916426279840,2025-11-29 02:05:03
249,Ankura Hospital,Pune,411005,Orthopedics,379,58,56,31,46,76,117,No,3.7,+918987167970,2025-11-29 02:05:03
250,Global Hospitals,Pune,411002,Pulmonology,243,32,3,32,64,58,137,No,3.6,+919055418582,2025-11-29 02:05:03
251,CureOne Medical Center,Chennai,600003,Dermatology,273,21,11,37,21,193,103,No,4.9,+917536315732,2025-11-29 02:05:03
252,Manipal Hospital,Mumbai,400001,Cardiology,240,8,4,35,46,63,180,Yes,3.7,+916856870168,2025-11-29 02:05:03
253,Unity Hospital,Mumbai,400001,Nephrology,296,29,10,39,34,167,315,Yes,3.2,+919872188607,2025-11-29 02:05:03
254,Trinity Healthcare,Chennai,600003,Neurology,68,13,5,19,79,81,88,Yes,4.8,+918537724287,2025-11-29 02:05:03
255,KIMS Hospital,Bengaluru,560005,Oncology,247,44,14,36,108,82,227,Yes,3.8,+919782999904,2025-11-29 02:05:03
256,Rainbow Children’s Hospital,Pune,411002,Pulmonology,142,12,5,11,81,44,288,Yes,4.5,+918300346362,2025-11-29 02:05:03
257,Apollo Hospitals,Bengaluru,560004,Dermatology,141,16,7,29,48,59,363,Yes,3.6,+919332164482,2025-11-29 02:05:03
258,Trinity Healthcare,Bengaluru,560003,Nephrology,168,24,5,27,116,137,70,Yes,3.6,+918232236992,2025-11-29 02:05:03
259,Medicover Hospital,Hyderabad,500005,Urology,137,18,2,11,90,104,335,No,4.1,+918620114559,2025-11-29 02:05:03
260,KIMS Hospital,Pune,411005,Nephrology,209,13,5,26,76,186,79,Yes,3.5,+919873081788,2025-11-29 02:05:03
261,Trinity Healthcare,Chennai,600001,Emergency Medicine,163,12,8,42,70,36,394,Yes,3.4,+916467987676,2025-11-29 02:05:03
262,City Care Hospital,Bengaluru,560002,ICU Care,166,19,11,23,87,73,271,Yes,4.4,+919061052653,2025-11-29 02:05:03
263,Prime Care Hospital,Hyderabad,500004,Emergency Medicine,167,9,6,37,116,13,65,Yes,3.6,+919111455084,2025-11-29 02:05:03
264,Elite Multi‑Speciality Hospital,Mumbai,400005,Nephrology,316,24,12,29,119,196,98,No,3.2,+916973306204,2025-11-29 02:05:03
265,Ankura Hospital,Hyderabad,500003,General Medicine,89,15,14,36,36,66,179,No,3.8,+916063341558,2025-11-29 02:05:03
266,Artemis Medicare,Pune,411001,Emergency Medicine,97,5,5,16,11,188,56,Yes,4.1,+917491664307,2025-11-29 02:05:03
267,Continental Hospitals,Mumbai,400004,Oncology,119,18,16,40,116,138,191,No,3.7,+918476640868,2025-11-29 02:05:03
268,Global Hospitals,Mumbai,400004,Pulmonology,385,23,5,34,62,84,273,Yes,4.3,+918973543289,2025-11-29 02:05:03
269,Revive Medical Center,Hyderabad,500002,Emergency Medicine,370,55,27,24,58,106,102,Yes,3.1,+918788442467,2025-11-29 02:05:03
270,KIMS Hospital,Mumbai,400004,ICU Care,137,7,3,26,11,92,395,Yes,3.2,+918251274781,2025-11-29 02:05:03
271,Continental Hospitals,Pune,411003,Gynecology,323,28,20,42,77,96,359,Yes,4.7,+918738770470,2025-11-29 02:05:03
272,Aster Prime Hospital,Pune,411005,Emergency Medicine,219,12,6,19,20,144,98,Yes,3.7,+918637907340,2025-11-29 02:05:03
273,Horizon Super Speciality,Chennai,600004,Emergency Medicine,182,20,19,17,104,184,30,Yes,4.5,+919170796210,2025-11-29 02:05:03
274,Vinn Hospital,Bengaluru,560001,Oncology,50,10,10,49,84,16,236,Yes,3.3,+917612590769,2025-11-29 02:05:03
275,Care Hospitals,Mumbai,400004,Pulmonology,231,8,5,16,39,103,102,No,3.5,+918142995683,2025-11-29 02:05:03
276,Trinity Healthcare,Chennai,600002,Urology,150,13,2,42,37,181,36,Yes,3.5,+918994292932,2025-11-29 02:05:03
277,Omega Hospitals,Pune,411001,Urology,210,27,13,11,77,34,208,Yes,4.4,+919911937807,2025-11-29 02:05:03
278,Aster Prime Hospital,Chennai,600004,Cardiology,70,13,2,13,14,11,304,Yes,3.7,+916247109455,2025-11-29 02:05:03
279,KIMS Hospital,Bengaluru,560001,Urology,88,16,16,8,117,17,233,No,4.7,+916569617574,2025-11-29 02:05:03
280,Trinity Healthcare,Bengaluru,560003,Nephrology,52,6,2,34,50,151,227,Yes,3.5,+916619017521,2025-11-29 02:05:03
281,Wellness Hospital,Bengaluru,560003,ENT,208,21,10,46,120,195,124,Yes,3.1,+916185637039,2025-11-29 02:05:03
282,Care Hospitals,Mumbai,400001,Oncology,135,16,7,48,11,129,288,No,4.4,+919990180722,2025-11-29 02:05:03
283,Medicover Hospital,Hyderabad,500003,Gastroenterology,121,15,14,49,45,18,203,Yes,3.8,+919472615270,2025-11-29 02:05:03
284,Aster Prime Hospital,Mumbai,400004,Oncology,343,57,48,37,51,157,372,No,3.3,+917901451178,2025-11-29 02:05:03
285,Heritage Medical Center,Pune,411002,General Medicine,95,14,11,10,116,94,67,Yes,3.6,+916533074717,2025-11-29 02:05:03
286,Manipal Hospital,Mumbai,400002,General Medicine,362,18,17,48,96,136,219,No,4.3,+918955973115,2025-11-29 02:05:03
287,Continental Hospitals,Chennai,600005,Oncology,80,7,6,32,12,63,167,Yes,4.6,+918290846241,2025-11-29 02:05:03
288,Yashoda Hospital,Chennai,600002,General Medicine,133,24,16,21,117,13,260,No,4.8,+917045902498,2025-11-29 02:05:03
289,Lifeline Hospital,Chennai,600004,Cardiology,126,12,9,34,115,117,55,No,3.4,+918201235083,2025-11-29 02:05:03
290,Prerana Hospital,Hyderabad,500004,Urology,335,22,14,21,44,194,255,Yes,5.0,+919997760053,2025-11-29 02:05:03
291,Star Hospitals,Hyderabad,500001,Cardiology,89,8,8,39,50,123,265,Yes,4.4,+918976915398,2025-11-29 02:05:03
292,Horizon Super Speciality,Mumbai,400005,Neurology,237,9,6,8,116,28,345,No,4.8,+916700987596,2025-11-29 02:05:03
293,Omega Hospitals,Chennai,600005,Emergency Medicine,144,15,10,36,10,154,209,No,3.1,+916410627884,2025-11-29 02:05:03
294,Unity Hospital,Chennai,600002,ENT,105,6,5,17,107,91,81,Yes,3.9,+917491889751,2025-11-29 02:05:03
295,Max Super Speciality Hospital,Pune,411002,Gastroenterology,220,7,3,36,49,107,82,No,3.4,+917169848354,2025-11-29 02:05:03
296,Wellness Hospital,Hyderabad,500004,Pulmonology,272,28,20,5,57,182,330,No,4.5,+918853427075,2025-11-29 02:05:03
297,Harmony Health Center,Mumbai,400002,Gastroenterology,78,11,7,30,32,195,191,No,3.7,+919583335428,2025-11-29 02:05:03
298,Heritage Medical Center,Mumbai,400005,ICU Care,171,26,3,17,10,125,38,No,5.0,+919922085589,2025-11-29 02:05:03
299,Prime Care Hospital,Bengaluru,560001,ENT,187,29,11,36,108,56,178,No,3.9,+917387487924,2025-11-29 02:05:03
300,Prime Care Hospital,Hyderabad,500002,Orthopedics,398,73,17,14,73,41,26,Yes,3.0,+919613757961,2025-11-29 02:05:03
301,Care Hospitals,Pune,411005,Gynecology,233,36,19,49,31,121,72,Yes,3.5,+919242841609,2025-11-29 02:05:03
302,Continental Hospitals,Mumbai,400001,ENT,254,26,23,15,58,176,233,Yes,3.4,+916098935209,2025-11-29 02:05:03
303,Vinn Hospital,Pune,411001,Nephrology,239,37,22,43,65,138,204,No,3.2,+918461542412,2025-11-29 02:05:03
304,Harmony Health Center,Chennai,600003,Orthopedics,158,11,10,35,49,42,223,Yes,5.0,+916895822524,2025-11-29 02:05:03
305,Elite Multi‑Speciality Hospital,Bengaluru,560003,Cardiology,147,16,10,41,113,130,243,No,3.1,+918901119959,2025-11-29 02:05:03
306,Care Hospitals,Bengaluru,560002,Neurology,190,10,5,45,84,89,148,No,4.4,+916798255703,2025-11-29 02:05:03
307,Vasan Eye Care,Pune,411003,Pulmonology,266,41,25,23,73,183,390,Yes,3.1,+919008385996,2025-11-29 02:05:03
308,City Care Hospital,Hyderabad,500003,Orthopedics,311,60,3,46,12,124,392,No,4.6,+916717699513,2025-11-29 02:05:03
309,Narayana Health,Mumbai,400004,Pediatrics,93,6,5,36,93,58,29,Yes,3.9,+918701031661,2025-11-29 02:05:03
310,Omega Hospitals,Mumbai,400001,General Medicine,277,8,4,26,30,56,77,No,4.8,+916358471943,2025-11-29 02:05:03
311,Omega Hospitals,Mumbai,400005,Nephrology,244,37,20,7,102,65,197,No,4.3,+919930814305,2025-11-29 02:05:03
312,Grace Care Hospital,Pune,411005,Orthopedics,398,39,31,12,44,38,93,Yes,3.7,+918360889264,2025-11-29 02:05:03
313,Artemis Medicare,Bengaluru,560005,Orthopedics,333,7,7,12,40,171,223,No,4.7,+918778329468,2025-11-29 02:05:03
314,Elite Multi‑Speciality Hospital,Chennai,600005,Pulmonology,376,40,35,29,17,119,192,No,4.5,+918340777784,2025-11-29 02:05:03
315,Manipal Hospital,Bengaluru,560005,Nephrology,94,16,10,38,40,48,370,No,4.5,+916958722436,2025-11-29 02:05:03
316,Narayana Health,Hyderabad,500004,ENT,113,18,4,47,77,110,381,No,3.2,+919813781678,2025-11-29 02:05:03
317,Global Hospitals,Pune,411003,Gynecology,287,6,2,31,66,131,108,No,4.0,+918943171369,2025-11-29 02:05:03
318,CureOne Medical Center,Pune,411002,Oncology,153,14,11,5,117,70,126,No,4.7,+917318608782,2025-11-29 02:05:03
319,Vibrant Life Hospital,Bengaluru,560001,Pediatrics,199,39,4,45,62,83,187,Yes,3.5,+917626777947,2025-11-29 02:05:03
320,Wellness Hospital,Chennai,600003,Dermatology,382,60,55,20,103,152,96,Yes,3.2,+916038583948,2025-11-29 02:05:03
321,Apollo Hospitals,Chennai,600003,ICU Care,311,18,16,48,65,96,269,Yes,3.7,+916004516646,2025-11-29 02:05:03
322,CureOne Medical Center,Hyderabad,500004,Cardiology,250,46,26,40,31,52,182,Yes,3.5,+919154589071,2025-11-29 02:05:03
323,Columbia Asia Hospital,Pune,411005,Neurology,211,28,3,29,99,169,115,Yes,3.4,+916085429284,2025-11-29 02:05:03
324,Care Hospitals,Pune,411005,Pulmonology,284,48,17,49,21,73,56,No,3.6,+918526261621,2025-11-29 02:05:03
325,Columbia Asia Hospital,Pune,411002,Pulmonology,352,20,2,34,22,149,97,Yes,4.1,+916854830349,2025-11-29 02:05:03
326,Horizon Super Speciality,Pune,411001,Dermatology,260,37,14,29,98,156,266,No,4.6,+918784775114,2025-11-29 02:05:03
327,Pulse Multi‑Speciality Hospital,Mumbai,400003,Neurology,308,16,2,42,27,136,332,No,4.5,+919824616827,2025-11-29 02:05:03
328,Manipal Hospital,Chennai,600001,Emergency Medicine,114,7,6,6,11,127,158,Yes,3.2,+916595841297,2025-11-29 02:05:03
329,Prime Care Hospital,Bengaluru,560003,Orthopedics,209,18,17,28,33,52,267,Yes,3.8,+917148575569,2025-11-29 02:05:03
330,Rainbow Children’s Hospital,Bengaluru,560003,Nephrology,265,20,8,16,109,130,108,No,4.5,+916242285076,2025-11-29 02:05:03
331,Rainbow Children’s Hospital,Bengaluru,560004,General Medicine,44,7,4,45,69,39,84,Yes,4.3,+919392297209,2025-11-29 02:05:03
332,Artemis Medicare,Pune,411004,Orthopedics,320,14,5,39,67,77,356,No,4.1,+918397027355,2025-11-29 02:05:03
333,Continental Hospitals,Hyderabad,500002,Neurology,97,10,9,33,31,171,114,Yes,4.9,+918599582951,2025-11-29 02:05:03
334,Global Hospitals,Chennai,600005,Gastroenterology,330,32,4,22,65,44,253,Yes,3.3,+919955796787,2025-11-29 02:05:03
335,Omega Hospitals,Pune,411002,Gynecology,385,66,56,12,21,14,299,Yes,4.0,+918726673085,2025-11-29 02:05:03
336,Global Hospitals,Mumbai,400004,Cardiology,38,5,4,21,34,37,276,Yes,5.0,+916731190794,2025-11-29 02:05:03
337,Wellness Hospital,Chennai,600003,Dermatology,55,5,2,23,100,119,381,No,4.2,+919795968312,2025-11-29 02:05:03
338,Elite Multi‑Speciality Hospital,Chennai,600002,Nephrology,193,16,6,45,77,55,170,No,4.1,+918647992217,2025-11-29 02:05:03
339,Horizon Super Speciality,Chennai,600005,Neurology,46,9,5,36,81,146,181,No,4.3,+919699130844,2025-11-29 02:05:03
340,MetroCare Hospital,Bengaluru,560004,Pediatrics,174,28,13,10,63,185,276,No,3.9,+919220768494,2025-11-29 02:05:03
341,Lifeline Hospital,Pune,411002,Orthopedics,164,6,4,38,68,198,312,No,4.8,+919855864855,2025-11-29 02:05:03
342,Unity Hospital,Hyderabad,500002,Pediatrics,262,52,39,7,20,112,387,No,4.5,+918535603283,2025-11-29 02:05:03
343,Prerana Hospital,Chennai,600005,Dermatology,331,41,30,12,75,17,177,No,3.2,+919962083551,2025-11-29 02:05:03
344,Unity Hospital,Pune,411002,Emergency Medicine,252,16,6,28,75,37,210,No,3.5,+917177972794,2025-11-29 02:05:03
345,Aster Prime Hospital,Pune,411003,Gastroenterology,239,21,14,39,74,17,346,No,4.1,+918180963097,2025-11-29 02:05:03
346,Narayana Health,Chennai,600003,Orthopedics,162,9,7,14,56,119,95,No,4.9,+917980184189,2025-11-29 02:05:03
347,Global Hospitals,Bengaluru,560005,Pulmonology,160,12,12,24,69,55,200,Yes,3.7,+918190030502,2025-11-29 02:05:03
348,Sunshine Hospitals,Pune,411001,Neurology,240,43,15,23,49,75,301,Yes,4.4,+919413017703,2025-11-29 02:05:03
349,Sanjeevani Hospital,Mumbai,400003,General Medicine,143,10,7,8,77,186,381,No,4.3,+916076142403,2025-11-29 02:05:03
350,Nexus Hospital,Bengaluru,560004,Urology,324,17,7,25,118,174,182,No,3.8,+918418873362,2025-11-29 02:05:03
351,Yashoda Hospital,Chennai,600003,Dermatology,400,16,11,7,117,55,160,Yes,4.6,+917387801150,2025-11-29 02:05:03
352,Vinn Hospital,Bengaluru,560005,Orthopedics,121,23,3,22,51,76,220,Yes,4.4,+918096360359,2025-11-29 02:05:03
353,Harmony Health Center,Bengaluru,560004,Dermatology,165,12,8,41,115,190,47,Yes,4.5,+917792406925,2025-11-29 02:05:03
354,Vinn Hospital,Pune,411005,ICU Care,132,12,2,40,25,72,369,No,3.6,+917680851492,2025-11-29 02:05:03
355,Care Hospitals,Pune,411002,Gynecology,196,25,3,15,105,190,152,Yes,4.0,+917554570896,2025-11-29 02:05:03
356,Wellness Hospital,Hyderabad,500004,Nephrology,340,19,11,30,79,131,399,No,3.3,+919011299836,2025-11-29 02:05:03
357,Heritage Medical Center,Bengaluru,560002,Pulmonology,126,25,2,47,63,158,354,No,3.4,+917424863584,2025-11-29 02:05:03
358,Vibrant Life Hospital,Pune,411005,Nephrology,128,18,18,28,119,62,293,No,4.2,+918962456862,2025-11-29 02:05:03
359,Star Hospitals,Hyderabad,500004,Oncology,95,7,7,26,53,63,379,No,4.0,+918421359258,2025-11-29 02:05:03
360,City Care Hospital,Hyderabad,500001,ENT,117,19,2,17,19,75,252,No,3.6,+919936874911,2025-11-29 02:05:03
361,Columbia Asia Hospital,Mumbai,400004,Oncology,31,5,5,36,48,24,270,No,4.9,+919468585723,2025-11-29 02:05:03
362,Fortis Healthcare,Mumbai,400001,Gastroenterology,231,27,6,47,60,163,192,No,3.9,+919847140245,2025-11-29 02:05:03
363,CureOne Medical Center,Pune,411005,Pulmonology,338,66,51,49,113,44,366,Yes,3.5,+918722149349,2025-11-29 02:05:03
364,Vasan Eye Care,Bengaluru,560001,Urology,90,17,7,40,48,162,60,No,3.9,+917809856417,2025-11-29 02:05:03
365,Yashoda Hospital,Pune,411001,Neurology,151,13,12,15,81,97,129,Yes,4.8,+918431474602,2025-11-29 02:05:03
366,Medicover Hospital,Pune,411005,Gastroenterology,288,21,10,8,118,47,98,No,4.5,+916247905519,2025-11-29 02:05:03
367,Sanjeevani Hospital,Pune,411002,Nephrology,378,26,4,21,75,105,173,No,3.5,+917388046807,2025-11-29 02:05:03
368,Narayana Health,Hyderabad,500004,Nephrology,306,28,27,45,52,197,155,Yes,3.6,+918172591612,2025-11-29 02:05:03
369,Yashoda Hospital,Mumbai,400005,Cardiology,160,7,3,49,92,160,310,No,4.2,+917183363221,2025-11-29 02:05:03
370,Vasan Eye Care,Pune,411001,Pediatrics,335,36,20,48,93,37,156,No,3.4,+918490351794,2025-11-29 02:05:03
371,Aster Prime Hospital,Pune,411001,Oncology,295,22,5,18,101,75,81,No,3.6,+919015897200,2025-11-29 02:05:03
372,Yashoda Hospital,Bengaluru,560001,Dermatology,329,49,43,22,78,20,380,Yes,3.7,+918775696303,2025-11-29 02:05:03
373,Lifeline Hospital,Pune,411004,Oncology,149,21,12,7,101,133,379,No,4.6,+918185259103,2025-11-29 02:05:03
374,Heritage Medical Center,Hyderabad,500001,Nephrology,238,26,23,10,94,25,249,No,4.8,+918780875289,2025-11-29 02:05:03
375,Star Hospitals,Pune,411003,ICU Care,360,58,3,40,69,10,292,No,4.8,+917346905758,2025-11-29 02:05:03
376,Fortis Healthcare,Mumbai,400002,Gastroenterology,160,26,13,45,57,64,280,No,3.2,+919807723638,2025-11-29 02:05:03
377,Sunshine Hospitals,Hyderabad,500004,ENT,32,6,3,7,92,122,301,No,4.2,+918188617440,2025-11-29 02:05:03
378,Max Super Speciality Hospital,Bengaluru,560003,Pulmonology,289,53,48,44,90,134,112,Yes,3.1,+917474006888,2025-11-29 02:05:03
379,Apollo Hospitals,Chennai,600003,Emergency Medicine,168,19,18,44,39,72,68,Yes,3.1,+917216704509,2025-11-29 02:05:03
380,Heritage Medical Center,Mumbai,400002,Dermatology,345,13,13,19,82,25,67,No,4.2,+917094985499,2025-11-29 02:05:03
381,Wellness Hospital,Mumbai,400005,Nephrology,383,40,28,13,67,28,24,No,3.4,+916923311370,2025-11-29 02:05:03
382,Omega Hospitals,Pune,411005,Dermatology,278,53,3,12,33,50,384,Yes,4.6,+919221683089,2025-11-29 02:05:03
383,City Care Hospital,Mumbai,400002,ICU Care,351,19,15,47,45,193,118,Yes,3.6,+917266646658,2025-11-29 02:05:03
384,Unity Hospital,Pune,411003,Pulmonology,54,7,7,35,39,60,180,No,5.0,+917500573241,2025-11-29 02:05:03
385,Omega Hospitals,Bengaluru,560001,ENT,142,22,17,44,42,26,264,No,4.6,+919699077186,2025-11-29 02:05:03
386,Fortis Healthcare,Bengaluru,560003,Gastroenterology,100,18,13,49,11,81,232,Yes,3.9,+919638320374,2025-11-29 02:05:03
387,Elite Multi‑Speciality Hospital,Chennai,600005,Nephrology,357,31,24,16,24,169,234,No,4.4,+916260092122,2025-11-29 02:05:03
388,Artemis Medicare,Chennai,600002,Pediatrics,81,6,5,16,53,169,51,Yes,4.0,+916651781037,2025-11-29 02:05:03
389,Max Super Speciality Hospital,Pune,411001,Gastroenterology,266,45,2,17,19,158,167,Yes,4.1,+917799273361,2025-11-29 02:05:03
390,Sunshine Hospitals,Pune,411003,ENT,34,5,4,34,76,18,282,No,4.6,+916315336891,2025-11-29 02:05:03
391,Apollo Hospitals,Chennai,600004,Urology,153,29,6,47,58,183,262,Yes,4.7,+917034405973,2025-11-29 02:05:03
392,Rainbow Children’s Hospital,Pune,411005,Neurology,74,11,3,24,12,71,375,Yes,3.9,+916441925736,2025-11-29 02:05:03
393,Continental Hospitals,Bengaluru,560002,Dermatology,235,29,6,38,18,170,182,No,4.2,+916950718699,2025-11-29 02:05:03
394,Yashoda Hospital,Hyderabad,500005,Orthopedics,134,18,5,22,20,41,299,Yes,3.3,+916511494094,2025-11-29 02:05:03
395,Omega Hospitals,Bengaluru,560002,Pediatrics,374,12,9,30,94,37,34,No,4.9,+919682680953,2025-11-29 02:05:03
396,Wellness Hospital,Hyderabad,500003,Emergency Medicine,127,20,17,39,62,89,191,Yes,3.3,+916824846371,2025-11-29 02:05:03
397,Sanjeevani Hospital,Bengaluru,560003,Dermatology,74,10,2,24,17,150,331,Yes,4.8,+918602050661,2025-11-29 02:05:03
398,Trinity Healthcare,Hyderabad,500003,Oncology,79,6,6,50,10,188,257,No,3.3,+919737359534,2025-11-29 02:05:03
399,Heritage Medical Center,Pune,411001,Neurology,152,16,10,20,36,152,33,Yes,4.2,+918008615299,2025-11-29 02:05:03
400,Wellness Hospital,Bengaluru,560002,Emergency Medicine,170,6,2,47,119,156,130,No,4.6,+916795572828,2025-11-29 02:05:03
401,Wellness Hospital,Pune,411003,Nephrology,254,8,7,45,23,62,358,Yes,4.9,+916531715530,2025-11-29 02:05:03
402,City Care Hospital,Pune,411004,Cardiology,147,28,23,33,31,14,358,No,4.6,+919310239528,2025-11-29 02:05:03
403,Global Hospitals,Mumbai,400004,Dermatology,64,11,7,24,14,37,160,No,4.3,+918796108888,2025-11-29 02:05:03
404,Continental Hospitals,Bengaluru,560002,Pediatrics,69,13,8,25,73,124,167,No,4.4,+917255186734,2025-11-29 02:05:03
405,Continental Hospitals,Mumbai,400001,Emergency Medicine,198,27,22,38,22,70,163,Yes,3.2,+918528537510,2025-11-29 02:05:03
406,Omega Hospitals,Bengaluru,560002,Oncology,73,7,6,47,59,102,247,No,4.4,+918110278375,2025-11-29 02:05:03
407,Vibrant Life Hospital,Bengaluru,560002,Gynecology,108,13,2,7,91,178,227,Yes,4.8,+917713711675,2025-11-29 02:05:03
408,Grace Care Hospital,Pune,411004,Pulmonology,367,39,14,22,19,27,115,Yes,4.6,+917000250648,2025-11-29 02:05:03
409,Fortis Healthcare,Chennai,600001,Orthopedics,31,5,5,13,70,135,210,Yes,4.7,+919706791724,2025-11-29 02:05:03
410,Columbia Asia Hospital,Chennai,600003,Cardiology,395,26,12,41,44,182,221,Yes,4.7,+916567976471,2025-11-29 02:05:03
411,Elite Multi‑Speciality Hospital,Hyderabad,500001,Dermatology,157,8,8,31,32,144,138,Yes,4.6,+917149204903,2025-11-29 02:05:03
412,Vinn Hospital,Bengaluru,560005,Gastroenterology,334,8,5,46,69,115,28,No,4.8,+917814977178,2025-11-29 02:05:03
413,Artemis Medicare,Pune,411002,Pediatrics,119,17,17,31,56,128,235,Yes,3.7,+916106241006,2025-11-29 02:05:03
