city,pincode,date,population_density,no_of_hospitals,avg_capacity,pm2_5,pm10,temperature_mean_c,relative_humidity_mean,uv_index_mean,rain_mm,is_weekend,is_festival,school_open,month,respiratory_risk,flu_risk,vector_risk,gastro_risk,patient_load,respiratory_cases,flu_cases,vector_cases,gastro_cases,other_cases
Mumbai,400005,2025-10-19,21180,13,525,71.7,89.0,23.9,70.8,4.5,0.3,1,0,1,10,0.28,0.13,0.363,0.07,318,75,42,114,22,65
Mumbai,400005,2025-10-20,21180,13,525,58.6,73.1,27.3,67.2,4.0,0.1,0,1,1,10,0.402,0.33,0.349,0.09,309,85,79,71,23,51
Mumbai,400005,2025-10-21,21180,13,525,69.7,86.3,26.8,67.7,2.9,1.2,0,0,1,10,0.268,0.13,0.351,0.07,297,72,25,115,18,67
Mumbai,400005,2025-10-22,21180,13,525,53.6,71.0,24.9,75.5,4.4,0.6,0,0,1,10,0.172,0.13,0.382,0.07,295,45,42,102,18,88
Mumbai,400005,2025-10-23,21180,13,525,63.9,79.1,26.2,74.3,3.9,0.8,0,0,1,10,0.233,0.13,0.377,0.07,304,73,40,107,14,70
Mumbai,400005,2025-10-24,21180,13,525,45.7,51.4,25.5,77.9,2.6,0.1,0,0,1,10,0.124,0.13,0.392,0.07,294,34,35,131,31,63
Mumbai,400005,2025-10-25,21180,13,525,55.3,72.6,23.5,79.4,2.8,1.7,1,0,1,10,0.182,0.13,0.398,0.07,304,53,33,112,34,72
Mumbai,400005,2025-10-26,21180,13,525,59.4,66.7,25.6,71.3,3.4,0.1,1,0,1,10,0.206,0.13,0.365,0.07,312,58,35,123,18,78
Mumbai,400005,2025-10-27,21180,13,525,64.7,78.0,23.4,72.5,2.3,3.3,0,0,1,10,0.238,0.13,0.39,0.07,318,78,36,101,30,73
Mumbai,400005,2025-10-28,21180,13,525,55.1,78.5,24.2,78.3,2.3,3.3,0,0,1,10,0.181,0.13,0.413,0.07,295,58,41,121,12,63
Mumbai,400005,2025-10-29,21180,13,525,53.0,69.1,24.9,77.5,5.0,0.7,0,0,1,10,0.168,0.13,0.39,0.07,293,34,41,115,16,87
Mumbai,400005,2025-10-30,21180,13,525,52.5,65.8,23.5,75.9,3.1,0.2,0,0,1,10,0.165,0.13,0.384,0.07,309,58,41,109,29,72
Mumbai,400005,2025-10-31,21180,13,525,60.8,65.4,23.9,81.4,3.6,0.8,0,0,1,10,0.215,0.13,0.405,0.07,310,65,38,116,19,72
Mumbai,400005,2025-11-01,21180,13,525,82.8,93.2,26.0,70.5,3.8,2.1,1,1,1,11,0.547,0.38,0.362,0.09,372,122,81,94,24,51
Mumbai,400005,2025-11-02,21180,13,525,81.7,91.3,24.0,83.7,4.7,0.1,1,0,1,11,0.34,0.18,0.415,0.07,334,101,42,93,16,82
Mumbai,400005,2025-11-03,21180,13,525,62.3,75.8,26.8,76.1,4.2,0.1,0,0,1,11,0.224,0.18,0.384,0.07,305,69,44,111,21,60
Mumbai,400005,2025-11-04,21180,13,525,81.3,102.2,23.6,76.1,3.7,0.4,0,0,1,11,0.338,0.18,0.384,0.07,307,73,47,100,32,55
Mumbai,400005,2025-11-05,21180,13,525,82.4,99.3,26.3,86.1,4.6,0.4,0,0,1,11,0.344,0.18,0.424,0.07,300,77,43,109,15,56
Mumbai,400005,2025-11-06,21180,13,525,72.5,81.3,23.1,90.2,3.6,0.2,0,0,1,11,0.285,0.18,0.441,0.07,308,80,44,112,19,53
Mumbai,400005,2025-11-07,21180,13,525,77.1,83.0,24.9,82.5,3.3,2.4,0,0,1,11,0.313,0.18,0.41,0.07,295,69,49,92,16,69
Mumbai,400005,2025-11-08,21180,13,525,76.6,104.8,25.7,67.6,3.5,0.0,1,0,1,11,0.31,0.18,0.35,0.07,309,82,46,91,13,77
Mumbai,400005,2025-11-09,21180,13,525,94.0,122.1,28.5,83.6,3.1,5.6,1,0,1,11,0.414,0.18,0.435,0.07,357,111,51,106,19,70
Mumbai,400005,2025-11-10,21180,13,525,71.6,79.4,27.6,80.5,4.6,0.0,0,0,1,11,0.279,0.18,0.402,0.07,332,86,49,114,23,60
Mumbai,400005,2025-11-11,21180,13,525,79.3,88.8,26.8,88.0,3.0,3.3,0,0,1,11,0.326,0.18,0.452,0.07,330,88,47,115,13,67
Mumbai,400005,2025-11-12,21180,13,525,65.8,75.9,24.2,87.3,3.8,1.0,0,1,1,11,0.445,0.38,0.429,0.09,331,110,77,82,16,46
Mumbai,400005,2025-11-13,21180,13,525,64.3,84.1,24.3,86.9,4.3,1.0,0,0,1,11,0.236,0.18,0.427,0.07,327,64,53,113,28,69
Mumbai,400005,2025-11-14,21180,13,525,76.5,81.0,24.9,72.8,3.9,3.4,0,0,1,11,0.309,0.18,0.391,0.07,326,85,46,115,22,58
Mumbai,400005,2025-11-15,21180,13,525,66.3,88.5,26.7,72.3,3.4,0.1,1,0,1,11,0.248,0.18,0.369,0.07,313,63,68,100,11,71
Mumbai,400005,2025-11-16,21180,13,525,79.8,102.6,24.6,72.4,3.9,0.0,1,0,1,11,0.329,0.18,0.369,0.07,335,96,52,104,22,61
Mumbai,400005,2025-11-17,21180,13,525,88.4,96.4,26.6,72.8,3.9,0.8,0,0,1,11,0.38,0.18,0.371,0.07,325,99,48,112,15,51
Mumbai,400005,2025-11-18,21180,13,525,62.5,76.4,25.7,78.5,4.6,2.2,0,0,1,11,0.225,0.18,0.394,0.07,301,61,50,110,18,62
Mumbai,400005,2025-11-19,21180,13,525,81.3,101.6,25.2,77.8,4.5,1.8,0,0,1,11,0.338,0.18,0.391,0.07,292,84,44,95,16,53
Mumbai,400005,2025-11-20,21180,13,525,65.9,86.5,25.3,80.4,4.6,0.2,0,0,1,11,0.245,0.18,0.402,0.07,295,53,53,102,19,68
Mumbai,400005,2025-11-21,21180,13,525,77.9,97.5,25.9,73.9,3.6,1.6,0,0,1,11,0.317,0.18,0.375,0.07,322,91,51,95,19,66
Mumbai,400005,2025-11-22,21180,13,525,76.8,89.3,25.1,74.5,3.2,0.7,1,0,1,11,0.311,0.18,0.378,0.07,307,81,47,92,17,70
Mumbai,400005,2025-11-23,21180,13,525,55.9,54.3,24.2,78.1,5.1,1.2,1,0,1,11,0.185,0.18,0.393,0.07,309,43,57,122,20,67
Mumbai,400005,2025-11-24,21180,13,525,87.2,91.1,24.8,81.6,3.6,2.9,0,0,1,11,0.373,0.18,0.406,0.07,298,98,44,80,13,63
Mumbai,400005,2025-11-25,21180,13,525,72.1,91.1,26.1,76.5,3.7,4.0,0,0,1,11,0.283,0.18,0.406,0.07,295,71,46,98,16,64
Mumbai,400005,2025-11-26,21180,13,525,78.6,91.4,26.3,85.3,3.7,0.1,0,0,1,11,0.321,0.18,0.421,0.07,300,78,38,102,10,72
Mumbai,400006,2024-11-27,32632,9,352,81.6,96.2,27.3,74.0,2.8,0.1,0,0,1,11,0.34,0.18,0.376,0.07,350,94,48,126,18,64
Mumbai,400006,2024-11-28,32632,9,352,74.4,80.7,24.8,87.8,4.6,0.1,0,0,1,11,0.296,0.18,0.431,0.07,338,93,47,120,16,62
Mumbai,400006,2024-11-29,32632,9,352,73.8,87.9,26.3,77.0,3.7,3.5,0,0,1,11,0.293,0.18,0.408,0.07,328,91,57,107,16,57
Mumbai,400006,2024-11-30,32632,9,352,72.7,86.6,25.2,87.1,4.3,2.6,1,0,1,11,0.286,0.18,0.428,0.07,344,89,43,115,15,82
Mumbai,400006,2024-12-01,32632,9,352,73.6,93.5,26.8,77.0,3.9,0.4,1,0,1,12,0.292,0.18,0.388,0.07,341,74,48,111,16,92
Mumbai,400006,2024-12-02,32632,9,352,60.8,74.8,26.4,85.1,4.7,0.2,0,0,1,12,0.215,0.18,0.42,0.07,344,70,47,126,17,84
Mumbai,400006,2024-12-03,32632,9,352,77.1,86.8,26.3,75.8,3.8,1.5,0,0,1,12,0.313,0.18,0.383,0.07,356,84,63,113,30,66
Mumbai,400006,2024-12-04,32632,9,352,75.8,89.8,27.1,80.5,5.2,0.4,0,0,1,12,0.305,0.18,0.402,0.07,345,86,48,109,16,86
Mumbai,400006,2024-12-05,32632,9,352,79.3,95.8,27.7,86.3,4.8,1.3,0,0,1,12,0.326,0.18,0.425,0.07,349,93,43,124,17,72
Mumbai,400006,2024-12-06,32632,9,352,64.6,72.8,28.9,91.7,4.8,0.6,0,0,1,12,0.238,0.18,0.447,0.07,353,77,51,126,23,76
Mumbai,400006,2024-12-07,32632,9,352,66.6,88.9,24.6,79.6,4.3,2.0,1,0,1,12,0.25,0.18,0.398,0.07,371,84,76,116,26,69
Mumbai,400006,2024-12-08,32632,9,352,75.2,87.6,27.6,83.5,5.0,0.0,1,0,1,12,0.301,0.18,0.414,0.07,373,95,62,119,24,73
Mumbai,400006,2024-12-09,32632,9,352,79.1,89.9,27.0,89.8,4.5,0.7,0,0,1,12,0.324,0.18,0.439,0.07,361,90,42,127,25,77
Mumbai,400006,2024-12-10,32632,9,352,66.9,72.6,29.8,83.3,3.7,0.1,0,0,1,12,0.251,0.18,0.413,0.07,360,70,63,122,22,83
Mumbai,400006,2024-12-11,32632,9,352,72.7,72.4,24.7,83.6,3.7,1.6,0,0,1,12,0.286,0.18,0.415,0.07,345,77,56,119,17,76
Mumbai,400006,2024-12-12,32632,9,352,71.5,76.3,27.6,82.1,3.9,10.9,0,0,1,12,0.279,0.18,0.428,0.07,369,83,54,134,24,74
Mumbai,400006,2024-12-13,32632,9,352,57.7,74.9,27.5,81.0,3.6,0.8,0,0,1,12,0.196,0.18,0.404,0.07,330,62,52,116,18,82
Mumbai,400006,2024-12-14,32632,9,352,65.8,76.7,27.8,76.6,3.6,2.2,1,0,1,12,0.245,0.18,0.386,0.07,370,76,50,143,19,82
Mumbai,400006,2024-12-15,32632,9,352,71.0,87.1,27.0,83.4,5.1,4.9,1,0,1,12,0.276,0.18,0.434,0.07,373,86,43,133,30,81
Mumbai,400006,2024-12-16,32632,9,352,59.6,66.5,25.2,82.6,5.5,1.2,0,0,1,12,0.208,0.18,0.41,0.07,348,62,57,127,25,77
Mumbai,400006,2024-12-17,32632,9,352,64.7,72.5,28.8,90.0,4.0,0.0,0,0,1,12,0.238,0.18,0.44,0.07,339,62,45,140,16,76
Mumbai,400006,2024-12-18,32632,9,352,65.4,76.8,26.7,83.9,3.8,0.2,0,0,1,12,0.243,0.18,0.416,0.07,340,73,55,114,22,76
Mumbai,400006,2024-12-19,32632,9,352,66.8,82.8,28.3,79.3,4.7,0.0,0,0,1,12,0.251,0.18,0.397,0.07,341,75,49,112,25,80
Mumbai,400006,2024-12-20,32632,9,352,67.1,83.3,26.9,80.5,4.8,2.5,0,0,1,12,0.253,0.18,0.402,0.07,335,67,59,117,25,67
Mumbai,400006,2024-12-21,32632,9,352,65.4,84.9,30.2,95.0,4.4,0.1,1,0,1,12,0.242,0.18,0.46,0.07,343,71,40,153,20,59
Mumbai,400006,2024-12-22,32632,9,352,80.7,93.2,28.7,89.1,4.8,2.3,1,0,1,12,0.334,0.18,0.436,0.07,379,92,43,137,22,85
Mumbai,400006,2024-12-23,32632,9,352,68.5,88.8,25.5,76.8,5.4,0.9,0,0,1,12,0.261,0.18,0.387,0.07,328,69,69,106,23,61
Mumbai,400006,2024-12-24,32632,9,352,78.6,91.3,28.1,89.1,4.7,3.1,0,0,1,12,0.321,0.18,0.456,0.07,378,95,53,123,22,85
Mumbai,400006,2024-12-25,32632,9,352,71.5,84.4,27.4,85.1,4.4,3.3,0,0,1,12,0.279,0.18,0.44,0.07,347,82,47,126,15,77
Mumbai,400006,2024-12-26,32632,9,352,92.6,110.5,29.8,91.4,4.7,0.4,0,0,1,12,0.406,0.18,0.445,0.07,372,109,51,124,15,73
Mumbai,400006,2024-12-27,32632,9,352,79.7,99.0,28.3,73.1,5.4,1.1,0,0,1,12,0.328,0.18,0.373,0.07,351,102,54,98,16,81
Mumbai,400006,2024-12-28,32632,9,352,71.8,82.8,27.0,86.3,5.1,0.6,1,0,1,12,0.281,0.18,0.425,0.07,372,86,48,125,23,90
Mumbai,400006,2024-12-29,32632,9,352,78.6,97.3,28.7,88.3,4.6,0.1,1,0,1,12,0.322,0.18,0.433,0.07,359,105,47,124,20,63
Mumbai,400006,2024-12-30,32632,9,352,78.2,96.6,28.2,88.8,5.9,1.1,0,0,1,12,0.319,0.18,0.435,0.07,344,100,49,112,22,61
Mumbai,400006,2024-12-31,32632,9,352,67.1,91.3,28.6,87.4,4.0,0.0,0,0,1,12,0.253,0.18,0.43,0.07,355,89,56,117,18,75
Mumbai,400006,2025-01-01,32632,9,352,79.3,107.4,27.4,90.7,5.7,0.1,0,0,1,1,0.326,0.18,0.443,0.07,339,77,48,126,20,68
Mumbai,400006,2025-01-02,32632,9,352,72.9,75.2,29.2,82.1,5.1,0.4,0,0,1,1,0.287,0.18,0.409,0.07,346,84,38,140,17,67
Mumbai,400006,2025-01-03,32632,9,352,62.9,75.7,26.5,84.6,4.2,0.1,0,0,1,1,0.227,0.18,0.418,0.07,349,75,54,115,24,81
Mumbai,400006,2025-01-04,32632,9,352,70.9,86.2,28.8,90.8,4.5,0.8,1,0,1,1,0.275,0.18,0.443,0.07,375,97,52,122,19,85
Mumbai,400006,2025-01-05,32632,9,352,61.6,84.5,25.1,83.0,5.1,1.0,1,0,1,1,0.22,0.18,0.412,0.07,353,72,68,123,17,73
Mumbai,400006,2025-01-06,32632,9,352,69.6,93.8,28.2,84.1,6.6,0.0,0,0,1,1,0.268,0.18,0.416,0.07,343,71,52,137,17,66
Mumbai,400006,2025-01-07,32632,9,352,74.5,83.8,29.0,93.0,5.7,3.0,0,0,1,1,0.297,0.18,0.452,0.07,344,74,45,142,16,67
Mumbai,400006,2025-01-08,32632,9,352,68.7,95.2,26.6,78.9,6.2,1.0,0,0,1,1,0.262,0.18,0.395,0.07,357,75,63,120,20,79
Mumbai,400006,2025-01-09,32632,9,352,69.2,80.3,28.4,86.8,5.1,0.6,0,0,1,1,0.265,0.18,0.427,0.07,339,70,53,132,19,65
Mumbai,400006,2025-01-10,32632,9,352,81.5,96.7,28.9,92.3,6.4,1.2,0,0,1,1,0.339,0.18,0.449,0.07,375,91,55,133,18,78
Mumbai,400006,2025-01-11,32632,9,352,84.8,91.7,31.5,88.4,5.7,0.5,1,0,1,1,0.359,0.18,0.434,0.07,377,112,51,117,21,76
Mumbai,400006,2025-01-12,32632,9,352,79.4,91.7,27.7,90.4,5.7,1.1,1,0,1,1,0.326,0.18,0.441,0.07,371,86,57,133,29,66
Mumbai,400006,2025-01-13,32632,9,352,77.2,86.1,29.8,92.1,5.9,0.2,0,0,1,1,0.313,0.18,0.448,0.07,347,84,55,123,18,67
Mumbai,400006,2025-01-14,32632,9,352,73.0,85.9,31.0,86.7,5.6,1.3,0,1,1,1,0.488,0.38,0.427,0.09,388,116,78,100,22,72
Mumbai,400006,2025-01-15,32632,9,352,63.1,82.6,28.8,90.7,5.3,0.2,0,0,1,1,0.229,0.18,0.443,0.07,326,66,47,113,21,79
Mumbai,400006,2025-01-16,32632,9,352,71.9,81.0,29.2,86.6,6.5,1.3,0,0,1,1,0.281,0.18,0.426,0.07,346,70,56,131,16,73
Mumbai,400006,2025-01-17,32632,9,352,72.9,95.0,28.7,88.9,6.0,0.2,0,0,1,1,0.288,0.18,0.436,0.07,357,82,49,136,20,70
Mumbai,400006,2025-01-18,32632,9,352,76.1,97.2,28.1,87.2,4.7,0.0,1,0,1,1,0.307,0.18,0.429,0.07,365,87,53,126,17,82
Mumbai,400006,2025-01-19,32632,9,352,81.4,93.2,27.8,87.0,6.3,0.0,1,0,1,1,0.339,0.18,0.428,0.07,388,94,60,134,21,79
Mumbai,400006,2025-01-20,32632,9,352,63.3,67.8,30.1,83.0,4.9,1.1,0,0,1,1,0.23,0.18,0.412,0.07,326,66,52,131,21,56
Mumbai,400006,2025-01-21,32632,9,352,80.1,98.0,28.5,88.8,6.5,4.5,0,0,1,1,0.331,0.18,0.455,0.07,346,62,60,129,20,75
Mumbai,400006,2025-01-22,32632,9,352,68.6,95.6,28.4,75.6,5.7,1.9,0,0,1,1,0.261,0.18,0.382,0.07,345,82,54,113,19,77
Mumbai,400006,2025-01-23,32632,9,352,71.2,80.3,31.4,95.0,6.7,0.1,0,0,1,1,0.277,0.18,0.46,0.07,359,75,51,153,17,63
Mumbai,400006,2025-01-24,32632,9,352,69.7,78.3,29.3,95.0,5.1,3.6,0,0,1,1,0.268,0.18,0.48,0.07,350,73,46,145,20,66
Mumbai,400006,2025-01-25,32632,9,352,61.9,86.4,30.5,91.4,4.7,0.3,1,0,1,1,0.221,0.18,0.445,0.07,361,60,59,150,25,67
Mumbai,400006,2025-01-26,32632,9,352,71.8,79.5,28.1,83.2,7.0,0.2,1,0,1,1,0.281,0.18,0.413,0.07,367,75,55,134,29,74
Mumbai,400006,2025-01-27,32632,9,352,64.4,81.7,30.3,85.0,7.2,0.0,0,0,1,1,0.236,0.18,0.42,0.07,344,71,69,112,12,80
Mumbai,400006,2025-01-28,32632,9,352,65.0,80.2,32.0,87.1,5.9,0.7,0,0,1,1,0.24,0.18,0.428,0.07,362,71,69,136,20,66
Mumbai,400006,2025-01-29,32632,9,352,68.2,78.5,28.2,88.5,6.6,0.3,0,0,1,1,0.259,0.18,0.434,0.07,363,82,52,124,22,83
Mumbai,400006,2025-01-30,32632,9,352,80.2,106.8,29.8,90.6,4.4,0.0,0,0,1,1,0.331,0.18,0.442,0.07,357,73,52,138,13,81
Mumbai,400006,2025-01-31,32632,9,352,67.0,85.4,29.7,89.6,6.7,1.0,0,0,1,1,0.252,0.18,0.439,0.07,361,82,62,117,20,80
Mumbai,400006,2025-02-01,32632,9,352,49.6,83.4,29.6,90.0,7.0,0.7,1,0,1,2,0.148,0.18,0.44,0.07,353,41,61,146,26,79
Mumbai,400006,2025-02-02,32632,9,352,47.0,55.4,31.0,85.0,6.4,1.3,1,0,1,2,0.132,0.18,0.42,0.07,361,41,58,155,28,79
Mumbai,400006,2025-02-03,32632,9,352,50.6,52.7,30.7,86.1,5.6,5.2,0,0,1,2,0.154,0.18,0.444,0.07,324,49,51,121,21,82
Mumbai,400006,2025-02-04,32632,9,352,49.2,74.5,29.6,81.8,5.3,0.3,0,0,1,2,0.145,0.18,0.407,0.07,331,56,48,130,18,79
Mumbai,400006,2025-02-05,32632,9,352,62.2,86.9,31.8,84.7,6.1,0.0,0,0,1,2,0.223,0.18,0.419,0.07,345,67,52,135,21,70
Mumbai,400006,2025-02-06,32632,9,352,64.0,84.0,27.6,85.3,6.7,0.4,0,0,1,2,0.234,0.18,0.421,0.07,337,51,58,118,28,82
Mumbai,400006,2025-02-07,32632,9,352,63.4,72.4,31.6,87.0,5.0,4.0,0,0,1,2,0.23,0.18,0.448,0.07,368,68,60,133,21,86
Mumbai,400006,2025-02-08,32632,9,352,49.8,67.4,30.3,83.6,7.2,0.2,1,0,1,2,0.149,0.18,0.414,0.07,359,52,59,129,26,93
Mumbai,400006,2025-02-09,32632,9,352,61.1,65.6,31.9,78.2,6.9,2.6,1,0,1,2,0.216,0.18,0.393,0.07,351,76,63,121,25,66
Mumbai,400006,2025-02-10,32632,9,352,56.6,86.3,29.3,94.1,7.0,1.8,0,0,1,2,0.189,0.18,0.456,0.07,333,59,58,138,17,61
Mumbai,400006,2025-02-11,32632,9,352,68.2,88.1,28.3,82.2,6.8,0.0,0,0,1,2,0.259,0.18,0.409,0.07,350,88,59,118,24,61
Mumbai,400006,2025-02-12,32632,9,352,57.3,70.0,29.2,95.0,6.8,5.1,0,0,1,2,0.194,0.18,0.48,0.07,347,60,51,138,20,78
Mumbai,400006,2025-02-13,32632,9,352,55.5,76.6,30.5,83.4,6.0,0.8,0,0,1,2,0.183,0.18,0.414,0.07,350,68,54,126,24,78
Mumbai,400006,2025-02-14,32632,9,352,52.7,74.0,28.4,95.0,6.5,1.9,0,0,1,2,0.166,0.18,0.46,0.07,328,49,52,145,18,64
Mumbai,400006,2025-02-15,32632,9,352,57.2,65.4,30.6,90.9,6.8,1.8,1,0,1,2,0.193,0.18,0.444,0.07,346,55,49,137,23,82
Mumbai,400006,2025-02-16,32632,9,352,59.4,73.3,30.3,88.6,5.2,0.1,1,0,1,2,0.207,0.18,0.434,0.07,365,60,61,137,32,75
Mumbai,400006,2025-02-17,32632,9,352,65.3,76.3,27.5,79.6,7.5,4.0,0,0,1,2,0.242,0.18,0.418,0.07,341,80,38,127,21,75
Mumbai,400006,2025-02-18,32632,9,352,59.9,72.5,30.2,89.0,7.6,1.0,0,0,1,2,0.21,0.18,0.436,0.07,332,58,52,128,17,77
Mumbai,400006,2025-02-19,32632,9,352,62.9,79.2,28.1,88.8,7.3,1.2,0,0,1,2,0.228,0.18,0.435,0.07,318,52,55,119,23,69
Mumbai,400006,2025-02-20,32632,9,352,54.8,65.7,29.9,84.9,6.1,0.5,0,0,1,2,0.179,0.18,0.42,0.07,347,70,46,132,21,78
Mumbai,400006,2025-02-21,32632,9,352,73.3,87.1,30.4,81.4,8.0,1.3,0,0,1,2,0.29,0.18,0.406,0.07,345,83,40,130,21,71
Mumbai,400006,2025-02-22,32632,9,352,52.1,72.7,29.7,85.3,6.9,0.2,1,0,1,2,0.163,0.18,0.421,0.07,380,56,61,144,31,88
Mumbai,400006,2025-02-23,32632,9,352,77.4,110.2,30.3,84.6,8.6,3.3,1,0,1,2,0.314,0.18,0.439,0.07,364,90,33,146,22,73
Mumbai,400006,2025-02-24,32632,9,352,49.8,63.6,29.5,85.2,7.3,0.0,0,0,1,2,0.149,0.18,0.421,0.07,342,46,70,106,29,91
Mumbai,400006,2025-02-25,32632,9,352,43.1,48.3,31.7,84.5,7.3,1.6,0,0,1,2,0.109,0.18,0.418,0.07,325,32,58,123,23,89
Mumbai,400006,2025-02-26,32632,9,352,69.5,73.3,30.3,92.7,6.6,0.0,0,0,1,2,0.267,0.18,0.451,0.07,353,68,45,145,19,76
Mumbai,400006,2025-02-27,32632,9,352,47.1,59.0,31.7,85.0,6.3,1.8,0,0,1,2,0.133,0.18,0.42,0.07,337,47,52,128,25,85
Mumbai,400006,2025-02-28,32632,9,352,54.1,83.0,30.5,74.1,7.0,0.3,0,0,1,2,0.175,0.18,0.376,0.07,329,46,53,111,27,92
Mumbai,400006,2025-03-01,32632,9,352,51.5,74.0,30.8,87.1,6.4,4.0,1,0,1,3,0.159,0.13,0.448,0.07,368,64,32,155,26,91
Mumbai,400006,2025-03-02,32632,9,352,56.1,70.0,32.2,89.1,7.9,3.4,1,0,1,3,0.186,0.13,0.456,0.072,372,62,35,153,34,88
Mumbai,400006,2025-03-03,32632,9,352,35.5,56.9,28.8,86.8,6.4,0.9,0,0,1,3,0.063,0.13,0.427,0.07,326,13,46,144,19,104
Mumbai,400006,2025-03-04,32632,9,352,54.0,74.3,30.5,84.2,7.2,0.1,0,0,1,3,0.174,0.13,0.417,0.07,332,60,45,138,22,67
Mumbai,400006,2025-03-05,32632,9,352,62.2,91.6,29.7,88.0,6.8,1.4,0,0,1,3,0.223,0.13,0.432,0.07,357,68,47,137,17,88
Mumbai,400006,2025-03-06,32632,9,352,51.4,67.7,32.0,90.0,7.9,0.1,0,0,1,3,0.159,0.13,0.44,0.07,318,50,37,138,13,80
Mumbai,400006,2025-03-07,32632,9,352,55.2,73.5,31.2,88.0,7.2,0.4,0,0,1,3,0.181,0.13,0.432,0.07,342,72,45,129,26,70
Mumbai,400006,2025-03-08,32632,9,352,54.0,66.7,31.7,88.9,6.7,0.3,1,0,1,3,0.174,0.13,0.436,0.07,367,44,42,149,19,113
Mumbai,400006,2025-03-09,32632,9,352,76.3,94.5,30.4,91.4,6.1,0.6,1,0,1,3,0.308,0.13,0.445,0.07,389,97,45,147,24,76
Mumbai,400006,2025-03-10,32632,9,352,63.7,71.7,32.4,94.4,8.3,0.6,0,0,1,3,0.232,0.13,0.457,0.074,341,73,36,144,19,69
Mumbai,400006,2025-03-11,32632,9,352,59.3,62.7,30.5,88.4,6.1,0.0,0,0,1,3,0.206,0.13,0.434,0.07,358,71,40,140,16,91
Mumbai,400006,2025-03-12,32632,9,352,56.3,78.5,29.0,83.3,6.2,0.1,0,0,1,3,0.188,0.13,0.413,0.07,339,63,47,122,26,81
Mumbai,400006,2025-03-13,32632,9,352,59.1,70.1,30.2,87.4,7.7,0.0,0,0,1,3,0.204,0.13,0.43,0.07,361,62,46,167,16,70
Mumbai,400006,2025-03-14,32632,9,352,59.2,74.5,30.2,95.0,7.0,2.1,0,1,1,3,0.405,0.33,0.46,0.09,369,82,75,135,18,59
Mumbai,400006,2025-03-15,32632,9,352,55.1,72.9,33.2,88.5,7.4,0.4,1,0,1,3,0.181,0.13,0.434,0.082,384,64,49,168,20,83
Mumbai,400006,2025-03-16,32632,9,352,67.8,96.3,30.0,85.3,7.3,0.9,1,0,1,3,0.257,0.13,0.421,0.07,373,80,34,158,23,78
Mumbai,400006,2025-03-17,32632,9,352,53.3,70.8,29.3,95.0,6.8,0.0,0,0,1,3,0.17,0.13,0.46,0.07,330,45,47,124,27,87
Mumbai,400006,2025-03-18,32632,9,352,62.6,75.7,29.9,85.9,7.4,0.2,0,0,1,3,0.226,0.13,0.424,0.07,354,71,28,149,27,79
Mumbai,400006,2025-03-19,32632,9,352,47.3,60.5,29.3,84.0,7.0,5.6,0,0,1,3,0.134,0.13,0.436,0.07,373,45,58,157,28,85
Mumbai,400006,2025-03-20,32632,9,352,64.6,80.3,29.0,95.0,6.9,1.7,0,0,1,3,0.237,0.13,0.46,0.07,357,69,52,149,16,71
Mumbai,400006,2025-03-21,32632,9,352,53.5,63.0,31.8,84.0,7.0,2.7,0,0,1,3,0.171,0.13,0.416,0.07,356,57,40,122,36,101
Mumbai,400006,2025-03-22,32632,9,352,58.5,78.2,31.2,85.3,7.4,0.1,1,0,1,3,0.201,0.13,0.421,0.07,355,76,42,137,19,81
Mumbai,400006,2025-03-23,32632,9,352,71.9,89.7,30.1,88.4,7.9,9.3,1,0,1,3,0.281,0.13,0.453,0.07,394,100,36,142,24,92
Mumbai,400006,2025-03-24,32632,9,352,73.7,93.1,29.8,78.4,8.1,0.3,0,0,1,3,0.292,0.13,0.393,0.07,349,98,44,118,22,67
Mumbai,400006,2025-03-25,32632,9,352,66.6,84.2,30.9,86.4,7.2,0.4,0,0,1,3,0.249,0.13,0.426,0.07,357,64,35,138,30,90
Mumbai,400006,2025-03-26,32632,9,352,50.5,67.3,32.5,83.8,7.1,1.6,0,0,1,3,0.153,0.13,0.415,0.075,359,40,48,147,28,96
Mumbai,400006,2025-03-27,32632,9,352,54.5,63.8,32.3,85.5,7.2,0.8,0,0,1,3,0.177,0.13,0.422,0.073,333,56,41,141,29,66
Mumbai,400006,2025-03-28,32632,9,352,57.5,68.6,29.6,91.3,8.8,0.1,0,0,1,3,0.195,0.13,0.445,0.07,352,49,38,175,12,78
Mumbai,400006,2025-03-29,32632,9,352,55.6,69.7,30.9,86.2,7.5,0.7,1,0,1,3,0.184,0.13,0.425,0.07,362,65,41,146,32,78
Mumbai,400006,2025-03-30,32632,9,352,51.7,78.0,31.4,74.8,9.3,3.3,1,0,1,3,0.16,0.13,0.399,0.07,351,52,46,137,22,94
Mumbai,400006,2025-03-31,32632,9,352,54.7,62.8,29.3,81.8,8.7,0.4,0,0,1,3,0.178,0.13,0.407,0.07,343,61,61,127,14,80
Mumbai,400006,2025-04-01,32632,9,352,64.2,74.2,32.9,80.1,7.5,3.5,0,1,1,4,0.435,0.33,0.421,0.099,373,112,72,106,34,49
Mumbai,400006,2025-04-02,32632,9,352,75.4,99.9,31.5,86.5,7.1,1.8,0,0,1,4,0.303,0.13,0.426,0.07,342,93,31,118,34,66
